,Título,Género,Subgénero,Enlace,Tiene Letra,Tiene Partitura,Tiene Video,Tiene Audio,Género_idx,Downloaded
5103,Toda mi vida,Tango,Tango,https://www.todotango.com/musica/tema/149/Toda-mi-vida/,True,False,True,True,7,True
5104,Todavía hay otarios,Tango,Tango,https://www.todotango.com/musica/tema/4532/Todavia-hay-otarios/,True,False,False,True,7,True
5105,Todavía no,Tango,Tango,https://www.todotango.com/musica/tema/2866/Todavia-no/,True,True,False,False,7,True
5108,Todavía voy por más,Tango,Tango,https://www.todotango.com/musica/tema/7838/Todavia-voy-por-mas/,True,False,False,False,7,True
5109,Todo,Tango,Tango,https://www.todotango.com/musica/tema/968/Todo/,True,False,False,False,7,True
5110,Todo conjugaba,Tango,Tango,https://www.todotango.com/musica/tema/5453/Todo-conjugaba/,True,False,False,False,7,True
5111,Todo corazón,Tango,Tango,https://www.todotango.com/musica/tema/2289/Todo-corazon/,True,True,False,True,7,True
5112,Todo el año es carnaval,Tango,Tango,https://www.todotango.com/musica/tema/2110/Todo-el-ano-es-carnaval/,True,True,False,False,7,True
5115,Todo en orden,Tango,Tango,https://www.todotango.com/musica/tema/6893/Todo-en-orden/,True,False,False,True,7,True
5116,Todo es amor,Tango,Tango,https://www.todotango.com/musica/tema/2675/Todo-es-amor/,True,False,False,False,7,True
5117,Todo es cruel,Tango,Tango,https://www.todotango.com/musica/tema/3344/Todo-es-cruel/,True,False,False,False,7,True
5118,Todo es mentira,Tango,Tango,https://www.todotango.com/musica/tema/2105/Todo-es-mentira/,True,False,False,False,7,True
5119,Todo es un berretín de tome y traig,Tango,Tango,https://www.todotango.com/musica/tema/6222/Todo-es-un-berretin-de-tome-y-traiga/,True,False,False,False,7,True
5120,Todo lo que negué,Tango,Tango,https://www.todotango.com/musica/tema/2911/Todo-lo-que-negue/,True,False,False,False,7,True
5123,Todo te nombra,Tango,Tango,https://www.todotango.com/musica/tema/1239/Todo-te-nombra/,True,False,False,False,7,True
5124,Todo terminó,Tango,Tango,https://www.todotango.com/musica/tema/4389/Todo-termino/,True,False,False,False,7,True
5125,Todos lloraban,Tango,Tango,https://www.todotango.com/musica/tema/4496/Todos-lloraban/,True,False,False,False,7,True
5126,Tomá cuanto quieras,Tango,Tango,https://www.todotango.com/musica/tema/6755/Toma-cuanto-quieras/,True,False,False,False,7,True
5127,Tomá estas monedas,Tango,Tango,https://www.todotango.com/musica/tema/775/Toma-estas-monedas/,True,False,False,False,7,True
5128,Tomala con soda,Tango,Tango,https://www.todotango.com/musica/tema/895/Tomala-con-soda/,True,False,False,False,7,True
5129,Tomo y obligo,Tango,Tango,https://www.todotango.com/musica/tema/585/Tomo-y-obligo/,True,True,True,True,7,True
5130,Torbellino,Tango,Tango,https://www.todotango.com/musica/tema/2037/Torbellino/,True,False,False,False,7,True
5132,Tormenta,Tango,Tango,https://www.todotango.com/musica/tema/477/Tormenta/,True,False,True,True,7,True
5133,Tormentas,Tango,Tango,https://www.todotango.com/musica/tema/8453/Tormentas/,True,False,False,False,7,True
5134,Tormento,Tango,Tango,https://www.todotango.com/musica/tema/476/Tormento/,True,True,True,True,7,True
5135,Torrente,Tango,Tango,https://www.todotango.com/musica/tema/570/Torrente/,True,False,False,True,7,True
5138,Tortura,Tango,Tango,https://www.todotango.com/musica/tema/2952/Tortura/,True,False,False,False,7,True
5139,Toscano,Tango,Tango,https://www.todotango.com/musica/tema/6295/Toscano/,True,False,False,False,7,True
5140,Total pa'qué sirvo,Tango,Tango,https://www.todotango.com/musica/tema/305/Total-paque-sirvo/,True,False,False,False,7,True
5141,Totalmente mujer,Tango,Tango,https://www.todotango.com/musica/tema/6247/Totalmente-mujer/,True,False,False,False,7,True
5142,Toulouse,Tango,Tango,https://www.todotango.com/musica/tema/9301/Toulouse/,True,False,False,False,7,True
5144,Trago amargo,Tango,Tango,https://www.todotango.com/musica/tema/1201/Trago-amargo/,True,True,False,True,7,True
5145,Traicionera,Tango,Tango,https://www.todotango.com/musica/tema/3952/Traicionera/,True,False,False,False,7,True
5146,Traiciones,Tango,Tango,https://www.todotango.com/musica/tema/6508/Traiciones/,True,False,False,False,7,True
5147,Traiga otra caña,Tango,Tango,https://www.todotango.com/musica/tema/4387/Traiga-otra-cana/,True,False,False,False,7,True
5148,Trampa,Tango,Tango,https://www.todotango.com/musica/tema/2953/Trampa/,True,False,False,False,7,True
5149,Tranco a tranco,Tango,Tango,https://www.todotango.com/musica/tema/4878/Tranco-a-tranco/,True,False,False,False,7,True
5150,Tranquilo viejo tranquilo,Tango,Tango,https://www.todotango.com/musica/tema/2760/Tranquilo-viejo-tranquilo/,True,False,False,False,7,True
5151,Trapito,Tango,Tango,https://www.todotango.com/musica/tema/4721/Trapito/,True,True,False,False,7,True
5153,Trapo Viejo,Tango,Tango,https://www.todotango.com/musica/tema/526/Trapo-Viejo/,True,True,False,True,7,True
5154,Tras cartón,Tango,Tango,https://www.todotango.com/musica/tema/2237/Tras-carton/,True,False,False,False,7,True
5155,Tras el humo,Tango,Tango,https://www.todotango.com/musica/tema/6110/Tras-el-humo/,True,False,False,False,7,True
5156,Tras tu antifaz,Tango,Tango,https://www.todotango.com/musica/tema/8032/Tras-tu-antifaz/,True,False,False,False,7,True
5157,Tras un pálido telón,Tango,Tango,https://www.todotango.com/musica/tema/10117/Tras-un-palido-telon/,True,False,False,False,7,True
5158,Trasnochado,Tango,Tango,https://www.todotango.com/musica/tema/9402/Trasnochado/,True,False,False,False,7,True
5159,Trasnochando,Tango,Tango,https://www.todotango.com/musica/tema/1178/Trasnochando/,True,False,False,True,7,True
5160,Trasnoche de ilusión,Tango,Tango,https://www.todotango.com/musica/tema/3343/Trasnoche-de-ilusion/,True,False,False,False,7,True
5161,Traviesa,Tango,Tango,https://www.todotango.com/musica/tema/2751/Traviesa/,True,False,False,True,7,True
5162,Traviesa [b],Tango,Tango,https://www.todotango.com/musica/tema/8394/Traviesa-[b]/,True,False,False,False,7,True
5163,Trece,Tango,Tango,https://www.todotango.com/musica/tema/586/Trece/,True,True,False,True,7,True
5165,Trenzas,Tango,Tango,https://www.todotango.com/musica/tema/129/Trenzas/,True,True,True,True,7,True
5166,Trenzas negras,Tango,Tango,https://www.todotango.com/musica/tema/2349/Trenzas-negras/,True,True,False,False,7,True
5167,Tres Almas,Tango,Tango,https://www.todotango.com/musica/tema/9542/Tres-Almas/,True,False,False,False,7,True
5168,Tres amigos,Tango,Tango,https://www.todotango.com/musica/tema/513/Tres-amigos/,True,True,False,True,7,True
5169,Tres esperanzas,Tango,Tango,https://www.todotango.com/musica/tema/478/Tres-esperanzas/,True,True,True,True,7,True
5170,Tres esquinas,Tango,Tango,https://www.todotango.com/musica/tema/512/Tres-esquinas/,True,False,True,True,7,True
5172,Trío de la Guardia Vieja,Tango,Tango,https://www.todotango.com/musica/tema/4129/Trio-de-la-Guardia-Vieja/,True,False,False,False,7,True
5173,Triqui-Traca,Tango,Tango,https://www.todotango.com/musica/tema/2954/Triqui-Traca/,True,False,False,False,7,True
5174,Triste comedia,Tango,Tango,https://www.todotango.com/musica/tema/1802/Triste-comedia/,True,False,False,False,7,True
5175,Triste espejismo,Tango,Tango,https://www.todotango.com/musica/tema/4885/Triste-espejismo/,True,False,False,False,7,True
5176,Triste paica,Tango,Tango,https://www.todotango.com/musica/tema/572/Triste-paica/,True,False,False,False,7,True
5177,Triste regreso,Tango,Tango,https://www.todotango.com/musica/tema/2280/Triste-regreso/,True,False,False,True,7,True
5180,Tristeza marina,Tango,Tango,https://www.todotango.com/musica/tema/685/Tristeza-marina/,True,True,False,True,7,True
5181,Tristeza nocturna,Tango,Tango,https://www.todotango.com/musica/tema/3431/Tristeza-nocturna/,True,True,False,False,7,True
5182,Tristeza verde gris,Tango,Tango,https://www.todotango.com/musica/tema/9587/Tristeza-verde-gris/,True,False,False,False,7,True
5183,Tristezas de la calle Corrientes,Tango,Tango,https://www.todotango.com/musica/tema/131/Tristezas-de-la-calle-Corrientes/,True,True,False,True,7,True
5185,Troesma del tango,Tango,Tango,https://www.todotango.com/musica/tema/9893/Troesma-del-tango/,True,False,False,False,7,True
5187,Trottoirs de Buenos Aires,Tango,Tango,https://www.todotango.com/musica/tema/4011/Trottoirs-de-Buenos-Aires/,True,False,False,False,7,True
5189,Trovas,Tango,Tango,https://www.todotango.com/musica/tema/2364/Trovas/,True,False,False,True,7,True
5190,Tú,Tango,Tango,https://www.todotango.com/musica/tema/319/Tu/,True,True,False,True,7,True
5191,Tú [b],Tango,Tango,https://www.todotango.com/musica/tema/8989/Tu-[b]/,True,False,False,False,7,True
5193,Tu amor y tu olvido,Tango,Tango,https://www.todotango.com/musica/tema/3618/Tu-amor-y-tu-olvido/,True,True,False,False,7,True
5194,Tu ángel,Tango,Tango,https://www.todotango.com/musica/tema/9390/Tu-angel/,True,False,False,False,7,True
5195,Tu angustia y mi dolor,Tango,Tango,https://www.todotango.com/musica/tema/1642/Tu-angustia-y-mi-dolor/,True,True,False,False,7,True
5196,Tu ausencia,Tango,Tango,https://www.todotango.com/musica/tema/2849/Tu-ausencia/,True,False,False,False,7,True
5197,Tu ausencia [b],Tango,Tango,https://www.todotango.com/musica/tema/8456/Tu-ausencia-[b]/,True,False,False,False,7,True
5199,Tu boca mintió,Tango,Tango,https://www.todotango.com/musica/tema/6213/Tu-boca-mintio/,True,False,False,False,7,True
5200,Tu canción,Tango,Tango,https://www.todotango.com/musica/tema/7066/Tu-cancion/,True,False,False,False,7,True
5202,Tu confidencia,Tango,Tango,https://www.todotango.com/musica/tema/1668/Tu-confidencia/,True,False,False,False,7,True
5203,Tu corazón,Tango,Tango,https://www.todotango.com/musica/tema/2249/Tu-corazon/,True,False,False,True,7,True
5204,Tu corazón de tango,Tango,Tango,https://www.todotango.com/musica/tema/10084/Tu-corazon-de-tango/,True,True,False,False,7,True
5207,Tú el cielo y tú,Tango,Tango,https://www.todotango.com/musica/tema/3181/Tu-el-cielo-y-tu/,True,False,False,True,7,True
5209,Tu íntimo secreto,Tango,Tango,https://www.todotango.com/musica/tema/748/Tu-intimo-secreto/,True,False,False,False,7,True
5210,Tu lágrima de amor,Tango,Tango,https://www.todotango.com/musica/tema/4295/Tu-lagrima-de-amor/,True,False,False,True,7,True
5211,Tu mirada,Tango,Tango,https://www.todotango.com/musica/tema/698/Tu-mirada/,True,False,False,True,7,True
5212,Tu modo de buscar,Tango,Tango,https://www.todotango.com/musica/tema/6542/Tu-modo-de-buscar/,True,False,False,False,7,True
5214,Tu nombre un cascabel,Tango,Tango,https://www.todotango.com/musica/tema/6935/Tu-nombre-un-cascabel/,True,False,False,False,7,True
5215,Tu nombre y nada más,Tango,Tango,https://www.todotango.com/musica/tema/3492/Tu-nombre-y-nada-mas/,True,False,False,False,7,True
5218,Tu pálido final,Tango,Tango,https://www.todotango.com/musica/tema/678/Tu-palido-final/,True,False,False,False,7,True
5220,Tu penúltimo tango,Tango,Tango,https://www.todotango.com/musica/tema/2335/Tu-penultimo-tango/,True,False,False,False,7,True
5221,Tu perfume rosa (Magia negra),Tango,Tango,https://www.todotango.com/musica/tema/4801/Tu-perfume-rosa-Magia-negra/,True,False,False,False,7,True
5222,Tu perro pekinés,Tango,Tango,https://www.todotango.com/musica/tema/2741/Tu-perro-pekines/,True,False,False,False,7,True
5223,Tu piel de hormigón,Tango,Tango,https://www.todotango.com/musica/tema/4005/Tu-piel-de-hormigon/,True,False,False,False,7,True
5224,Tu piel de jazmín,Tango,Tango,https://www.todotango.com/musica/tema/150/Tu-piel-de-jazmin/,True,False,False,True,7,True
5225,Tu piel seda y agua,Tango,Tango,https://www.todotango.com/musica/tema/7383/Tu-piel-seda-y-agua/,True,False,False,False,7,True
5226,Tu recuerdo y nada más,Tango,Tango,https://www.todotango.com/musica/tema/3661/Tu-recuerdo-y-nada-mas/,True,False,False,False,7,True
5227,Tu silencio,Tango,Tango,https://www.todotango.com/musica/tema/6970/Tu-silencio/,True,False,False,False,7,True
5231,Tú y el olvido,Tango,Tango,https://www.todotango.com/musica/tema/1074/Tu-y-el-olvido/,True,False,False,False,7,True
5233,Tú y yo [b],Tango,Tango,https://www.todotango.com/musica/tema/9471/Tu-y-yo-[b]/,True,True,False,False,7,True
5235,Tus besos,Tango,Tango,https://www.todotango.com/musica/tema/2288/Tus-besos/,True,False,False,False,7,True
5236,Tus besos fueron míos,Tango,Tango,https://www.todotango.com/musica/tema/122/Tus-besos-fueron-mios/,True,False,False,False,7,True
5237,Tus caprichos,Tango,Tango,https://www.todotango.com/musica/tema/2281/Tus-caprichos/,True,True,False,False,7,True
5239,Tus palabras y la noche,Tango,Tango,https://www.todotango.com/musica/tema/2523/Tus-palabras-y-la-noche/,True,False,False,True,7,True
5240,Tus viejas palabras,Tango,Tango,https://www.todotango.com/musica/tema/2910/Tus-viejas-palabras/,True,False,False,False,7,True
5241,Tus violetas,Tango,Tango,https://www.todotango.com/musica/tema/5207/Tus-violetas/,True,False,False,False,7,True
5242,Tuve,Tango,Tango,https://www.todotango.com/musica/tema/3885/Tuve/,True,False,False,False,7,True
5243,Tuya,Tango,Tango,https://www.todotango.com/musica/tema/3957/Tuya/,True,False,True,False,7,True
5244,Ufa,Tango,Tango,https://www.todotango.com/musica/tema/9760/Ufa/,True,True,False,False,7,True
5245,Última etapa,Tango,Tango,https://www.todotango.com/musica/tema/9108/ultima-etapa/,True,False,False,False,7,True
5246,Última función,Tango,Tango,https://www.todotango.com/musica/tema/6576/ultima-funcion/,True,False,False,False,7,True
5247,Último beso,Tango,Tango,https://www.todotango.com/musica/tema/6853/ultimo-beso/,True,False,False,False,7,True
5248,Ultratango,Tango,Tango,https://www.todotango.com/musica/tema/7345/Ultratango/,True,False,False,False,7,True
5250,Un adiós no es tan fatal,Tango,Tango,https://www.todotango.com/musica/tema/8071/Un-adios-no-es-tan-fatal/,True,False,False,False,7,True
5251,Un amigo como vos,Tango,Tango,https://www.todotango.com/musica/tema/7166/Un-amigo-como-vos/,True,False,False,False,7,True
5252,Un aplauso (Bates),Tango,Tango,https://www.todotango.com/musica/tema/9823/Un-aplauso-Bates/,True,True,False,False,7,True
5253,Un bacán amigo mío,Tango,Tango,https://www.todotango.com/musica/tema/6656/Un-bacan-amigo-mio/,True,False,False,False,7,True
5256,Un beso y un adiós,Tango,Tango,https://www.todotango.com/musica/tema/2207/Un-beso-y-un-adios/,True,False,False,False,7,True
5257,Un boliche,Tango,Tango,https://www.todotango.com/musica/tema/2170/Un-boliche/,True,True,True,True,7,True
5258,Un cacho de Buenos Aires,Tango,Tango,https://www.todotango.com/musica/tema/3617/Un-cacho-de-Buenos-Aires/,True,True,False,False,7,True
5260,Un Cacho de tango,Tango,Tango,https://www.todotango.com/musica/tema/7167/Un-Cacho-de-tango/,True,False,False,False,7,True
5261,Un capricho [b],Tango,Tango,https://www.todotango.com/musica/tema/5732/Un-capricho-[b]/,True,False,False,False,7,True
5262,Un cariño,Tango,Tango,https://www.todotango.com/musica/tema/3217/Un-carino/,True,False,False,False,7,True
5263,Un chabón jailaife,Tango,Tango,https://www.todotango.com/musica/tema/6312/Un-chabon-jailaife/,True,False,False,True,7,True
5264,Un chico bien,Tango,Tango,https://www.todotango.com/musica/tema/9735/Un-chico-bien/,True,True,False,False,7,True
5268,Un cortado y un café,Tango,Tango,https://www.todotango.com/musica/tema/8898/Un-cortado-y-un-cafe/,True,False,False,False,7,True
5269,Un día cualquiera,Tango,Tango,https://www.todotango.com/musica/tema/6006/Un-dia-cualquiera/,True,False,False,False,7,True
5270,Un dilema,Tango,Tango,https://www.todotango.com/musica/tema/3201/Un-dilema/,True,True,False,False,7,True
5271,Un fueye sin tristeza,Tango,Tango,https://www.todotango.com/musica/tema/6524/Un-fueye-sin-tristeza/,True,False,False,False,7,True
5272,Un gallego,Tango,Tango,https://www.todotango.com/musica/tema/2306/Un-gallego/,True,False,False,False,7,True
5274,Un giro extraño,Tango,Tango,https://www.todotango.com/musica/tema/3029/Un-giro-extrano/,True,False,False,False,7,True
5276,Un hombre nuevo,Tango,Tango,https://www.todotango.com/musica/tema/4886/Un-hombre-nuevo/,True,False,False,False,7,True
5277,Un infierno,Tango,Tango,https://www.todotango.com/musica/tema/2517/Un-infierno/,True,False,False,True,7,True
5278,"Un jamás, un olvido, un después",Tango,Tango,https://www.todotango.com/musica/tema/6296/Un-jamas-un-olvido-un-despues/,True,False,False,False,7,True
5280,Un lamento en las estrellas,Tango,Tango,https://www.todotango.com/musica/tema/6224/Un-lamento-en-las-estrellas/,True,False,False,False,7,True
5281,Un lobo más,Tango,Tango,https://www.todotango.com/musica/tema/1672/Un-lobo-mas/,True,False,False,False,7,True
5282,Un mal rato nada más,Tango,Tango,https://www.todotango.com/musica/tema/8027/Un-mal-rato-nada-mas/,True,False,False,False,7,True
5283,Un mendigo,Tango,Tango,https://www.todotango.com/musica/tema/3216/Un-mendigo/,True,False,False,False,7,True
5284,Un mismo Dios,Tango,Tango,https://www.todotango.com/musica/tema/7220/Un-mismo-Dios/,True,True,False,False,7,True
5286,Un mundo nuevo,Tango,Tango,https://www.todotango.com/musica/tema/1679/Un-mundo-nuevo/,True,False,False,False,7,True
5289,Un poco más,Tango,Tango,https://www.todotango.com/musica/tema/4625/Un-poco-mas/,True,False,False,False,7,True
5290,Un poco menos que morir,Tango,Tango,https://www.todotango.com/musica/tema/2909/Un-poco-menos-que-morir/,True,False,False,False,7,True
5291,Un poco tarde,Tango,Tango,https://www.todotango.com/musica/tema/3215/Un-poco-tarde/,True,False,False,False,7,True
5292,Un poquito más,Tango,Tango,https://www.todotango.com/musica/tema/8983/Un-poquito-mas/,True,False,False,False,7,True
5293,Un regalo de Reyes,Tango,Tango,https://www.todotango.com/musica/tema/3156/Un-regalo-de-Reyes/,True,False,False,False,7,True
5294,Un remordimiento,Tango,Tango,https://www.todotango.com/musica/tema/2929/Un-remordimiento/,True,False,False,False,7,True
